doc_id,dominant_topic,tokens_preview,topic_probability,topic_label
194,0,블랙앱 설치 장비 라고 보안 책상 종료 블랙앱 블랙앱이라 루팅,0.9771184462530601,0_로그인_등록_인증_공동인증서
195,0,모바일 처음 메뉴 접근,1.0,0_로그인_등록_인증_공동인증서
196,0,한국증권금융 모바일,1.0,0_로그인_등록_인증_공동인증서
197,0,뱅킹,0.9355542599865851,0_로그인_등록_인증_공동인증서
198,0,거래,0.9661171330654733,0_로그인_등록_인증_공동인증서
199,0,최고,0.9422801531477693,0_로그인_등록_인증_공동인증서
200,0,최고,0.9398026488736021,0_로그인_등록_인증_공동인증서
201,0,모바일 서비스 디자인 핸드폰,1.0,0_로그인_등록_인증_공동인증서
202,0,우리사주,0.977921672640156,0_로그인_등록_인증_공동인증서
203,0,우리사주 국내 유일 전문 서비스,0.7111165506490004,0_로그인_등록_인증_공동인증서
204,0,우리사주 전담 기관 사주 현황 대출 만족,0.940295219900162,0_로그인_등록_인증_공동인증서
205,0,글자 현상 최적화 필요,0.9945797994317545,0_로그인_등록_인증_공동인증서
206,0,해진 커서 읽기,0.9616914966326271,0_로그인_등록_인증_공동인증서
207,0,네오 대출 가입,0.9432745420967539,0_로그인_등록_인증_공동인증서
208,0,오류,0.9883118264886435,0_로그인_등록_인증_공동인증서
209,0,모바일 담보 대출 상품 고객 맞춤 생각 앞으로 개선,0.9697596637320414,0_로그인_등록_인증_공동인증서
210,0,완전 쓰레기 잔고 조회 로그인 로그인 하면 로그인 설계,0.9140997608384349,0_로그인_등록_인증_공동인증서
211,0,개선 부탁,0.9723175768265134,0_로그인_등록_인증_공동인증서
212,0,쓰기 해진,0.9899024043100876,0_로그인_등록_인증_공동인증서
213,1,쓰레기,1.0,1_쓰레기 쓰레기_쓰레기 불량_희대_홈페이지 쓰레기
214,0,동도,0.9903790736298504,0_로그인_등록_인증_공동인증서
215,0,반응 속도,0.9860466166322993,0_로그인_등록_인증_공동인증서
216,0,디자인,0.9723262515381889,0_로그인_등록_인증_공동인증서
217,0,디자인 전반 변경 개선,0.9635047675387702,0_로그인_등록_인증_공동인증서
218,0,말이 최적화 수준,0.983721628246609,0_로그인_등록_인증_공동인증서
219,0,관리 요즘 트렌드 오류,0.9810051808337272,0_로그인_등록_인증_공동인증서
220,0,요즘 개편 해진,0.9838239328432454,0_로그인_등록_인증_공동인증서
221,0,인증 로그인 설치 작동 메뉴 불편 금융 처음 사주,0.9347633064638082,0_로그인_등록_인증_공동인증서
222,0,현상,0.9870392271402184,0_로그인_등록_인증_공동인증서
223,0,강제 종료,1.0,0_로그인_등록_인증_공동인증서
224,0,상품 가시,1.0,0_로그인_등록_인증_공동인증서
225,0,구식 얼마 은행 카드 형식,0.9575682780214612,0_로그인_등록_인증_공동인증서
226,0,불편 개선 감사,0.9547492057236553,0_로그인_등록_인증_공동인증서
