dominant_topic,doc_count,avg_probability,topic_label
0,304,0.9306801323801591,0_로그인_등록_인증_공동인증서
1,13,0.9176517387433335,1_쓰레기 쓰레기_쓰레기 불량_희대_홈페이지 쓰레기
